,Unnamed: 0,min_A,min_B,min_C,avg_A,avg_B,avg_C,max_A,max_B,max_C,std_A,std_B,std_C,state_AA,lb_AA,ub_AA,state_AB,lb_AB,ub_AB,state_AC,lb_AC,ub_AC,state_BA,lb_BA,ub_BA,state_BC,lb_BC,ub_BC,state_CB,lb_CB,ub_CB,state_CC,lb_CC,ub_CC,Adj,k_max,params,path,adj_tup,index,type,estimated_params,original_params,euclidian_dist,search_alg,Has_closer_est,closer_est_index,b_C,V_C,K_AC,K_BC,K_CC,b_C_est,V_C_est,K_AC_est,K_BC_est,K_CC_est,b_C_est_ratio,V_C_est_ratio,K_AC_est_ratio,K_BC_est_ratio,K_CC_est_ratio,bad_estimates,list_of_bad_estimates,loss,loss_hat,loss_ratio,loss_A_alienor,b_A_alienor,V_A_alienor,K_AA_alienor,K_BA_alienor,loss_B_alienor,b_B_alienor,V_B_alienor,K_AB_alienor,K_CB_alienor,loss_C_alienor,b_C_alienor,V_C_alienor,K_AC_alienor,K_BC_alienor,K_CC_alienor,b_A,V_A,K_AA,K_BA,b_B,V_B,K_AB,K_CB,b_A_alienor_est_ratio,V_A_alienor_est_ratio,K_AA_alienor_est_ratio,K_BA_alienor_est_ratio,b_B_alienor_est_ratio,V_B_alienor_est_ratio,K_AB_alienor_est_ratio,K_CB_alienor_est_ratio,b_C_alienor_est_ratio,V_C_alienor_est_ratio,K_AC_alienor_est_ratio,K_BC_alienor_est_ratio,K_CC_alienor_est_ratio,bad_estimates_A_alienor,list_of_bad_estimates_A_alienor,bad_estimates_B_alienor,list_of_bad_estimates_B_alienor,bad_estimates_C_alienor,list_of_bad_estimates_C_alienor
10,12,0.2507240264012163,7.007052850172234,2.0124576937822227,4.733002104561777,9.406560147349063,2.025352972961524,7.443291339046741,10.741063662996853,2.07592325536522,2.2526685816039707,0.8723118599156546,0.0128805783667023,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,1.770017700177002,56.22056220562206,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",15.765922581238126,"(4.0, 0.001, 1.0, 20.0, 5.0, 5.0, 10.0, 0.1, 5.0, 100.0, 10.0, 5.0, 1.0, 0.5, 100.0, 10.0, 10.0)",outputs_second_search/solution_10_10_103.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",10,spot,"(0.9998756872706421, 6.797751713112303, 10.097050747991588, 5.062016669283795, 5.124844345738672)","(1.0, 100.0, 10.0, 5.0, 10.0)",93.32973531149835,L_BFGS_B,True,23,1.0,100.0,10.0,5.0,10.0,0.999875687270642,6.797751713112303,10.097050747991588,5.062016669283795,5.124844345738672,1.000124328184934,14.710746173195504,0.9903882083576838,0.9877486240493614,1.951278775581748,2,"('V_C', 'K_CC')",0.0001122726597037,0.0001123159720414,0.0003857781385156,3.178377327396678,0.002062053182446277,20.14726431199687,5.003727492717994,9.967078166558101,0.8852617560178183,0.10079179401431473,99.8488964957936,5.000119048703213,19.130811990628654,1.0908173121784166e-05,0.7696286101607536,83.56828130764613,171.08524117581445,41.952030880217755,8.70988058562002,0.001,20.0,5.0,10.0,0.1,100.0,5.0,10.0,0.4849535446091983,0.9926906050510699,0.9992550568104641,1.0033030576154565,0.9921442611270291,1.0015133217242191,0.9999761908262477,0.5227169659551597,1.299327996384033,1.1966262610076013,0.05845039543605971,0.11918374140875554,1.1481213664984067,1,"('b_A',)",1,"('K_CB',)",3,"('b_C', 'K_AC', 'K_BC')"
11,13,0.1914614681898853,6.766619780977457,2.004298463029844,4.682657765942073,9.361690873703177,2.0300042366915694,7.501773389711015,10.785605071945922,2.152768721685644,2.299237175409121,0.8976183193981445,0.0302479660081707,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",15.82518274236366,"(4.0, 0.001, 1.0, 20.0, 5.0, 5.0, 5.0, 0.5, 5.0, 100.0, 10.0, 5.0, 1.0, 0.5, 10.0, 10.0, 5.0)",outputs_second_search/solution_10_10_104.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",11,spot,"(1.0000157647613976, 188.56169365187841, 4.996296910788609, 5.056443132988632, 10.597102694360471)","(1.0, 10.0, 5.0, 5.0, 5.0)",178.64940301590394,L_BFGS_B,True,5,1.0,10.0,5.0,5.0,5.0,1.0000157647613976,188.5616936518784,4.996296910788609,5.056443132988632,10.597102694360473,0.999984235487126,0.0530330408384109,1.0007411667636077,0.9888373840060828,0.4718270780428392,2,"('V_C', 'K_CC')",0.0004749328838009,0.0004667370084183,0.0172569128443226,2.497215462593531,0.0018137827503784886,20.148465700836763,5.00402778164969,9.967137703347817,0.5934133708862002,0.5010847634517833,100.88963505594576,4.998924047537796,6.231797527341063,0.00044881547862745096,1.0000153408519559,183.4471975574727,4.996150882046342,5.057400976631529,10.526196492716357,0.001,20.0,5.0,10.0,0.5,100.0,5.0,10.0,0.5513339454746311,0.9926314140718617,0.9991950920687411,1.0032970645766381,0.997835169753894,0.9911820966003848,1.000215236809356,1.6046734439183115,0.9999846593833822,0.05451159861336705,1.0007704166756632,0.9886501037001498,0.47500538332718467,1,"('b_A',)",1,"('K_CB',)",2,"('V_C', 'K_CC')"
12,14,0.1967673274868296,6.635263878738337,2.0043115033704084,4.62553043532655,9.321427456326251,2.031390132532831,7.691013834203573,10.739897281377162,2.165803166825377,2.319328023270667,0.9286919826564578,0.0319683809778151,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",26.340153781055268,"(4.0, 0.001, 1.0, 20.0, 5.0, 5.0, 5.0, 1.0, 5.0, 100.0, 10.0, 5.0, 10.0, 5.0, 100.0, 10.0, 5.0)",outputs_second_search/solution_10_10_106.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",12,spot,"(10.000012546275206, 549.999963485846, 5.000361682256828, 5.0447954782061055, 7.763468734309355)","(10.0, 100.0, 5.0, 5.0, 5.0)",450.0084509245066,L_BFGS_B,True,23,10.0,100.0,5.0,5.0,5.0,10.000012546275206,549.999963485846,5.000361682256828,5.0447954782061055,7.763468734309355,0.9999987453740534,0.1818181938889773,0.9999276687808182,0.9911204570334664,0.6440420089416131,2,"('V_C', 'K_CC')",0.0007612523625214,0.0007322675173433,0.0380752121176842,4.195155178710165,0.002320982720795204,20.227318027525595,5.00625032392216,9.949852264340679,1.1581800856668971,1.0008179245399238,99.84180659528609,5.000231818997318,46.12711180278068,6.149797626854594e-05,6.16417473655511,10.971943102746403,257.65927261010563,400.3342632880226,2.335757924158373,0.001,20.0,5.0,10.0,1.0,100.0,5.0,10.0,0.4308519796551457,0.9887618305493463,0.9987514959265434,1.0050400482667512,0.9991827439138844,1.0015844405275554,0.9999536383500386,0.21679224233148647,1.6222771785974006,9.114155903248246,0.019405472775536725,0.012489562994019134,2.140632789162693,1,"('b_A',)",1,"('K_CB',)",5,"('b_C', 'V_C', 'K_AC', 'K_BC', 'K_CC')"
13,15,0.2306532216101231,6.952067771978794,4.216828860728834,4.780992864424264,9.42985486096286,4.377340190933985,7.47091153776025,10.788678965885325,4.849909693526446,2.2764138209971425,0.8773282931108788,0.1468541357167425,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,1.770017700177002,56.22056220562206,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",24.43479773528818,"(4.0, 0.001, 1.0, 20.0, 5.0, 5.0, 10.0, 1.0, 5.0, 100.0, 10.0, 10.0, 20.0, 5.0, 100.0, 10.0, 10.0)",outputs_second_search/solution_10_10_111.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",13,spot,"(19.998957337994153, 111.33098690975459, 10.000936788818878, 10.019550943771801, 10.28917785200576)","(20.0, 100.0, 10.0, 10.0, 10.0)",11.33469330785973,L_BFGS_B,True,23,20.0,100.0,10.0,10.0,10.0,19.998957337994156,111.3309869097546,10.000936788818878,10.0195509437718,10.28917785200576,1.000052135818294,0.8982225234476765,0.9999063298930232,0.9980487205582848,0.971894950581558,0,(),0.0153936090168118,0.0151587584504018,0.0152563681560014,4.043946454694835,0.0020072820861615696,20.16801979147369,5.004680730514917,9.96304106514782,0.932582824564413,1.0005709923187325,99.94439605754376,5.000312921248841,10.048374365316425,0.0007521942122628786,14.04991288802725,24.665301145376144,32.711673117371966,38.263226315434395,5.290978319822647,0.001,20.0,5.0,10.0,1.0,100.0,5.0,10.0,0.49818608300951495,0.9916689990781979,0.9990647294469002,1.0037096037856823,0.9994293335274399,1.000556348776416,0.9999374196667751,0.995185851605669,1.423496370361354,4.0542784947406325,0.3057012695168248,0.2613475381705138,1.8900096344252642,1,"('b_A',)",0,(),5,"('b_C', 'V_C', 'K_AC', 'K_BC', 'K_CC')"
14,16,0.0110428929936249,23.67050267464742,0.200419518775355,0.5147349287780005,26.04551914958295,0.2006102789432207,0.834389685970176,27.439810402856185,0.2010126240573494,0.2709811518504959,0.8268395811694393,0.0001574129391629,Active,0.080000800008,2.8200282002820027,Active,0.080000800008,2.8200282002820027,Active,0.1800018000180002,5.620056200562006,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,0.1800018000180002,5.620056200562006,Active,0.080000800008,2.8200282002820027,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",11.951455971048135,"(4.0, 0.001, 1.0, 50.0, 0.5, 0.5, 1.0, 0.001, 1.0, 50.0, 10.0, 5.0, 0.1, 0.5, 10.0, 1.0, 0.5)",outputs_second_search/solution_10_10_115.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",14,spot,"(0.09999282239182158, 9.815581269584236, 1.0093082144052439, 9.360941931528112, 0.9290014903422822)","(0.1, 10.0, 1.0, 5.0, 0.5)",4.385881179410944,Powell,True,4,0.1,10.0,1.0,5.0,0.5,0.0999928223918215,9.815581269584236,1.009308214405244,9.360941931528112,0.9290014903422822,1.00007178123396,1.0187883656964083,0.9907776293976476,0.5341342822734275,0.5382122689768555,2,"('K_BC', 'K_CC')",1.2174947439827864e-08,1.2452056660984932e-08,0.0227606092368467,0.03512189918433786,0.0010512988135715866,58.33673299696109,0.5001157669437983,9.615227201574916,0.41503928965990156,0.0012060115053258325,49.9636939837432,0.500000663511265,1.1600483603536909,9.64137870269699e-05,0.10030404334880826,19.3387782501204,6.650680334721053,23.168516697069737,13.241770957462345,0.001,50.0,0.5,10.0,0.001,50.0,0.5,1.0,0.9512043456062613,0.8570929058129572,0.9997685197079352,1.040017026156393,0.829179485920266,1.0007266479589882,0.999998672979231,0.8620330273947431,0.9969687827264258,0.5170957477594399,0.1503605570665189,0.21581010408976162,0.03775929984034553,0,(),0,(),4,"('V_C', 'K_AC', 'K_BC', 'K_CC')"
15,17,0.0142046055225028,11.883491057846904,0.2072892284153816,0.5246217895305696,13.050910935488009,0.2118921934817475,0.8552062915736709,13.712813063866491,0.2232151474527614,0.2676079833241194,0.4062244498492664,0.0039042708518942,Active,0.080000800008,2.8200282002820027,Active,0.080000800008,2.8200282002820027,Active,0.1800018000180002,5.620056200562006,Active,0.8900089000890009,28.10028100281003,Active,0.8900089000890009,28.10028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.080000800008,2.8200282002820027,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",22.362455818887888,"(4.0, 0.001, 1.0, 50.0, 0.5, 0.5, 1.0, 0.1, 1.0, 25.0, 5.0, 5.0, 1.0, 5.0, 100.0, 0.5, 0.5)",outputs_second_search/solution_10_10_121.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",15,spot,"(1.0007172151985582, 258.12408027288166, 0.9950016386338643, 4.866389016587486, 0.6216557729861198)","(1.0, 100.0, 1.0, 5.0, 0.5)",158.1241836015754,L_BFGS_B,True,21,1.0,100.0,1.0,5.0,0.5,1.0007172151985582,258.12408027288166,0.9950016386338644,4.866389016587486,0.6216557729861198,0.9992832988304134,0.3874105813540633,1.0050234704869416,1.027455878056006,0.8043036383274508,1,"('V_C',)",1.2476386171456416e-05,1.693266691601299e-05,0.3571772052673146,0.06773369819924283,0.0011522662904562984,156.23907313548088,0.5006461401835637,3.748878850288985,0.22302959957889207,0.1006416013563135,24.92627359233296,0.5001155658958071,0.5139621947805586,0.0008359457382180823,0.8675559981647909,175.0360821849226,1.9026578023653233,21.048796441225754,1.1219670954614678,0.001,50.0,0.5,5.0,0.1,25.0,0.5,0.5,0.867854946623492,0.3200223797835967,0.9987093874661117,1.3337320835573472,0.9936248892340062,1.0029577789633872,0.9997689216179463,0.9728341988528555,1.1526633463607863,0.5713107763366854,0.5255805845679827,0.23754327303042846,0.4456458678891548,2,"('V_A', 'K_BA')",0,(),4,"('V_C', 'K_AC', 'K_BC', 'K_CC')"
16,23,0.124197584076944,25.394481079603267,10.509365442234742,5.6122075471903,28.03021168080253,10.60795005887788,8.32613266803012,29.558657816683706,10.821324041123118,2.6939077298813845,0.8805930177883454,0.0657055871752788,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,3.560035600356004,112.43112431124312,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",14.438468608346026,"(4.0, 0.001, 1.0, 50.0, 5.0, 5.0, 25.0, 0.1, 1.0, 50.0, 20.0, 25.0, 10.0, 1.0, 50.0, 25.0, 25.0)",outputs_second_search/solution_10_10_182.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",16,spot,"(8.147417044520099, 69.19210983187905, 70.15597415075658, 73.29737639868885, 24.075795181919105)","(10.0, 50.0, 25.0, 25.0, 25.0)",68.87903793210262,L_BFGS_B,True,11,10.0,50.0,25.0,25.0,25.0,8.147417044520099,69.19210983187905,70.15597415075658,73.29737639868885,24.075795181919105,1.2273828558617774,0.7226257462229223,0.3563488398903572,0.3410763280805123,1.0383873018979233,4,"('b_C', 'V_C', 'K_AC', 'K_BC')",0.0105836850548154,0.0003458487749481,0.9673224615852684,11.3432941081218,0.003487804627933203,51.50482670379972,5.000896924128431,19.815092903278458,1.9332414662909758,0.10099106048686927,50.44603536535095,4.99887207870059,23.439028858818457,0.008880831499345342,9.97132062654296,110.63946497813676,26.732234668470504,25.85485223698861,30.898217819535304,0.001,50.0,5.0,20.0,0.1,50.0,5.0,25.0,0.28671330727391636,0.970782802309891,0.9998206473474581,1.0093316290579162,0.9901866513521944,0.99115816808753,1.0002256351596226,1.0665970911416094,1.0028761860671391,0.45191830970874997,0.9352005288763382,0.9669364872344682,0.8091081545872794,1,"('b_A',)",0,(),1,"('V_C',)"
17,24,0.1315193152496145,25.444731771597105,10.50795629289568,5.851310730506402,28.162504195242843,10.598760788353772,8.375865650489805,29.58707090902551,10.81693916604198,2.6049051085403976,0.8791689462556117,0.0646679783117158,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,3.560035600356004,112.43112431124312,Active,4.450044500445005,140.54140541405414,Active,3.560035600356004,112.43112431124312,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",12.467667191507942,"(4.0, 0.001, 1.0, 50.0, 5.0, 5.0, 25.0, 0.001, 1.0, 50.0, 20.0, 25.0, 5.0, 0.5, 25.0, 20.0, 25.0)",outputs_second_search/solution_10_10_184.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",17,spot,"(4.964414163281206, 268.87129579094994, 31.51310656858214, 26.92084097729413, 46.31579575996043)","(5.0, 25.0, 25.0, 25.0, 25.0)",244.89525008301587,L_BFGS_B,True,90,5.0,25.0,25.0,25.0,25.0,4.964414163281206,268.87129579094994,31.51310656858214,26.92084097729413,46.31579575996043,1.0071681845124851,0.0929812902729406,0.7933207075472667,0.9286485522902412,0.5397726540113182,3,"('V_C', 'K_AC', 'K_CC')",0.0030078234816083,0.0038363570041307,0.2754594900892643,4.544793364078662,0.0018584334127712827,50.65364375445614,5.001118274771289,19.919962673133153,0.5821075812560604,0.0014099940479418058,50.121976477442566,4.999714980809825,19.83119697201097,0.0025806591193282286,4.992434416444015,180.99497699846714,25.774344427721203,25.568445417934765,41.602402685907805,0.001,50.0,5.0,20.0,0.001,50.0,5.0,20.0,0.5380876135394096,0.9870958196487367,0.9997763950560956,1.0040179456247074,0.7092228520111261,0.9975664072725172,1.0000570070876578,1.0085119939168206,1.0015154097029428,0.13812538013257533,0.9699567750445529,0.9777676973064606,0.6009268308070191,1,"('b_A',)",1,"('b_B',)",2,"('V_C', 'K_CC')"
18,25,0.0756190376584458,24.925799054386665,2.000023684362339,5.389951662946015,27.87006352907338,2.00013070678363,8.720550809264177,29.30881856995399,2.000403818178893,2.80738741877388,0.938573308514808,0.0001195094813492,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,3.560035600356004,112.43112431124312,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",33.664596037105014,"(4.0, 0.001, 1.0, 50.0, 5.0, 5.0, 5.0, 0.5, 1.0, 50.0, 20.0, 5.0, 20.0, 10.0, 100.0, 10.0, 5.0)",outputs_second_search/solution_10_10_188.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",18,spot,"(20.000000070522034, 84.25943237876281, 4.999741362668202, 5.181077272247366, 4.962777368788367)","(20.0, 100.0, 5.0, 5.0, 5.0)",15.741653140900825,L_BFGS_B,True,24,20.0,100.0,5.0,5.0,5.0,20.000000070522034,84.25943237876281,4.999741362668202,5.181077272247366,4.962777368788367,0.9999999964738984,1.186810748385774,1.0000517301422287,0.9650502660484696,1.0075003628906931,0,(),2.1160044299020616e-08,2.1117738043844053e-08,0.0019993462479906,9.103454185981763,0.0028430834708535603,52.60271381611847,5.00493285472993,19.69178723320309,1.0483220882795572,0.5007805351457357,49.92026666999043,5.00004227702552,29.99630725678976,0.00010888437968783206,20.00003368921771,106.66622301173965,4.618486186125108,31.885022930781904,24.627276161448098,0.001,50.0,5.0,20.0,0.5,50.0,5.0,10.0,0.35173079167449717,0.950521301520361,0.9990144014169405,1.0156518432352966,0.9984413628506775,1.00159721362341,0.9999915446663892,0.3333743688645698,0.999998315541952,0.9375038993271003,1.0826058146543858,0.1568134359148597,0.20302691890169625,1,"('b_A',)",1,"('K_CB',)",2,"('K_BC', 'K_CC')"
19,27,0.0884820595405815,25.05386193740638,10.515463301987667,5.451561603540377,27.918919150538898,10.616334228445368,8.60313621561503,29.40850165797229,10.854024548818392,2.77336259044369,0.9660247322724104,0.0723593957995309,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,3.560035600356004,112.43112431124312,Active,4.450044500445005,140.54140541405414,Active,8.90008900089001,281.0928109281093,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",11.776231991984924,"(4.0, 0.001, 1.0, 50.0, 5.0, 5.0, 25.0, 0.1, 1.0, 50.0, 20.0, 25.0, 1.0, 0.1, 5.0, 50.0, 25.0)",outputs_second_search/solution_10_10_192.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",19,spot,"(0.9138552302079789, 479.48594503202753, 30.974084708516767, 43.572998757193005, 77.01995418770437)","(1.0, 5.0, 25.0, 25.0, 25.0)",477.7275803828869,L_BFGS_B,True,120,1.0,5.0,25.0,25.0,25.0,0.9138552302079788,479.48594503202753,30.974084708516767,43.572998757193005,77.01995418770437,1.0942652259837873,0.0104278343334256,0.8071263520863909,0.5737498155522981,0.3245912083909166,3,"('V_C', 'K_BC', 'K_CC')",0.0021749807576364,0.0012099419075827,0.4436999484549125,3.95156038424589,0.0021400645176703563,52.08623828192717,5.004050657535707,19.75195224594841,0.681269066067757,0.100839583480294,50.040171247649646,5.000029712615992,45.85054677000905,0.0020261593585290325,1.0029947450888415,8.023926534295583,25.446797593656758,24.16921242286292,27.985634585777333,0.001,50.0,5.0,20.0,0.1,50.0,5.0,50.0,0.4672756319929017,0.9599464589737697,0.9991905242746479,1.0125581386063989,0.9916740683438259,0.9991972200204744,0.999994057512115,1.0904995364789218,0.9970141966311337,0.6231363134531674,0.9824418930510874,1.0343737959930872,0.8933154588070455,1,"('b_A',)",0,(),1,"('V_C',)"
20,28,0.0456260794863582,0.8371062553980616,0.20249395633063,0.4330211103293161,0.9903774338644996,0.2041645748775185,0.7215273497855152,1.0771858684233766,0.2085219956889148,0.1895814135754291,0.0572762562678776,0.001328894298871,Active,0.080000800008,2.8200282002820027,Active,0.080000800008,2.8200282002820027,Active,0.1800018000180002,5.620056200562006,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.1700017000170001,5.630056300563006,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",18.68742309195139,"(4.0, 0.001, 1.0, 20.0, 0.5, 0.5, 1.0, 1.0, 5.0, 10.0, 0.5, 0.5, 0.1, 0.5, 20.0, 0.5, 1.0)",outputs_second_search/solution_10_10_1.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",20,spot,"(0.10002789436316924, 578.3181817493353, 0.979874274335793, 0.04837005405735743, 0.177657528057352)","(0.1, 20.0, 1.0, 0.5, 1.0)",558.3189703867123,L_BFGS_B,True,0,0.1,20.0,1.0,0.5,1.0,0.1000278943631692,578.3181817493353,0.979874274335793,0.0483700540573574,0.177657528057352,0.9997211341561588,0.0345830385956441,1.020539089749906,10.336974182561338,5.628807351620792,3,"('V_C', 'K_BC', 'K_CC')",2.1820700373420072e-06,2.4240386557292557e-06,0.1108894830351052,0.03947542387054229,0.0011387915296354654,26.23484135146043,0.5010297724710907,0.4660235419957295,0.008518983068723528,1.0000973837785723,9.774419926924217,0.5002031101329647,0.8343538069970629,1.8250024313335664e-07,0.07700545299213735,38.29843249175531,3.8143422104354485,24.931086833269596,1.2760794310051955,0.001,20.0,0.5,0.5,1.0,10.0,0.5,0.5,0.8781238479356328,0.7623449950417424,0.9979446880651187,1.0729071708668783,0.9999026257041046,1.0230786148704751,0.9995939446819698,0.5992661576023229,1.2986093336819995,0.5222145842210513,0.2621684014780203,0.020055282922233814,0.783650277328174,1,"('V_A',)",1,"('K_CB',)",5,"('b_C', 'V_C', 'K_AC', 'K_BC', 'K_CC')"
21,29,0.0361916177640171,1.5925156917113263,0.4018664323980023,0.3994594289341772,1.933814151991161,0.4034526639143215,0.7154034617887286,2.1441604874491587,0.4072009412496223,0.1892214321785248,0.1308738694332954,0.0011352810212292,Active,0.080000800008,2.8200282002820027,Active,0.080000800008,2.8200282002820027,Active,0.1800018000180002,5.620056200562006,Active,0.1800018000180002,5.620056200562006,Active,0.1800018000180002,5.620056200562006,Active,0.1800018000180002,5.620056200562006,Active,0.1700017000170001,5.630056300563006,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",71.58695507882523,"(4.0, 0.001, 1.0, 20.0, 0.5, 0.5, 1.0, 1.0, 5.0, 25.0, 1.0, 1.0, 20.0, 50.0, 100.0, 1.0, 1.0)",outputs_second_search/solution_10_10_2.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",21,in-between,"(20.000008544420176, 519.6036371626323, 1.0000781751038155, 1.0028123612313726, 1.521824531748124)","(20.0, 100.0, 1.0, 1.0, 1.0)",419.6039616458208,L_BFGS_B,True,20,20.0,100.0,1.0,1.0,1.0,20.000008544420176,519.6036371626323,1.0000781751038157,1.0028123612313726,1.521824531748124,0.9999995727791736,0.1924543880140329,0.9999218310070536,0.9971955259626843,0.6571059797881542,2,"('V_C', 'K_CC')",1.004034213066731e-06,9.637873209271571e-07,0.0400851799827052,0.0274230279460194,0.0010829421170261996,25.228377173831984,0.5010874477307847,0.9415944556054873,0.026617604227207728,1.0001351901258375,24.392848523411395,0.5000880634066308,2.2290667374344553,1.016579710802928e-06,20.00015096120076,42.869529953886996,0.9990159041027242,0.99325743911796,0.796723942825901,0.001,20.0,0.5,1.0,1.0,25.0,0.5,1.0,0.9234103875708871,0.792758085951914,0.9978298244433994,1.062028343568522,0.9998648281480622,1.0248905524914764,0.9998239042019301,0.4486182415296144,0.9999924519969348,2.3326591196023356,1.0009850652959922,1.006788331621284,1.255139887541347,1,"('V_A',)",1,"('K_CB',)",2,"('V_C', 'K_CC')"
22,30,0.0395266382838216,0.8311273106345504,0.2002266043381908,0.4330331442689435,0.9904722075389067,0.2010602790194811,0.7259267693014045,1.0759062163687376,0.2030673193297522,0.1888163950194989,0.0565303720924801,0.0007425640693113,Active,0.080000800008,2.8200282002820027,Active,0.080000800008,2.8200282002820027,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,0.080000800008,2.8200282002820027,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",101.02020798712888,"(4.0, 0.001, 1.0, 20.0, 0.5, 0.5, 0.5, 1.0, 5.0, 10.0, 0.5, 0.5, 20.0, 100.0, 100.0, 0.5, 0.5)",outputs_second_search/solution_10_10_32.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",22,in-between,"(19.999994157012523, 429.9944731282118, 0.5000784772217317, 0.5014578432472772, 0.7256090967639032)","(20.0, 100.0, 0.5, 0.5, 0.5)",329.9945502531248,L_BFGS_B,True,24,20.0,100.0,0.5,0.5,0.5,19.999994157012523,429.9944731282118,0.5000784772217317,0.5014578432472772,0.7256090967639032,1.0000002921494593,0.232561128687305,0.999843070187368,0.997092790018326,0.6890762563891736,2,"('V_C', 'K_CC')",5.431772117318142e-07,5.21575953843136e-07,0.0397683434100757,0.03091083267714052,0.0011134555587982342,25.688781400698304,0.5009567134579939,0.46856182522086426,0.0056251531838878155,1.0000224403909763,9.751160896991722,0.5001124650221845,18.248492630602346,6.471959289056707e-07,20.000025423745484,30.559534379586555,0.49973725889802323,0.49538646064433617,0.3625958127015605,0.001,20.0,0.5,0.5,1.0,10.0,0.5,0.5,0.8981049958377431,0.778549970434033,0.9980902272945104,1.0670950407970534,0.9999775601125835,1.0255189208379327,0.9997751205377784,0.02739952335358978,0.9999987288143417,3.272301166564859,1.0005257584806788,1.0093130105931096,1.3789458744012908,1,"('V_A',)",1,"('K_CB',)",2,"('V_C', 'K_CC')"
