min_A,min_B,min_C,avg_A,avg_B,avg_C,max_A,max_B,max_C,std_A,std_B,std_C,state_AA,lb_AA,ub_AA,state_AB,lb_AB,ub_AB,state_AC,lb_AC,ub_AC,state_BA,lb_BA,ub_BA,state_BC,lb_BC,ub_BC,state_CB,lb_CB,ub_CB,state_CC,lb_CC,ub_CC,Adj,k_max,params,path,adj_tup,index,type
0.8793113491557626,27.46709964987231,2.000049607891685,3.8599420966561198,31.707844789270883,2.000238399428164,6.759598103256987,35.970981738090444,2.0005429701284196,1.4901104922678814,1.987235214166405,0.00013014189914285315,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,4.450044500445005,140.54140541405414,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",8.430177055552395,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 5.0e+00 5.0e-01 5.0e-01
 5.0e+01 2.5e+01 5.0e+00 1.0e+00 5.0e-01 1.0e+01 1.0e+01 5.0e+00]",outputs_second_search/solution_10_0_24.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",0,labyrinth
0.11643642818589375,4.861978395033702,2.0073917025184462,2.5924158882086368,5.722580097733872,2.1022080316611453,7.983336448306287,6.991983663335906,2.1861695921713657,2.2024545764201586,0.485618608538163,0.04953507125925351,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,0.8900089000890009,28.10028100281003,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",30.49763839408395,"[4.e+00 1.e-03 1.e-01 5.e+00 5.e+00 5.e+00 5.e+00 1.e+00 5.e-01 1.e+01
 5.e+00 5.e+00 2.e+01 1.e+01 1.e+02 1.e+01 5.e+00]",outputs_second_search/solution_10_0_26.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",1,in-between
0.4188299292998592,10.480203729773422,2.0328482069501055,3.306252219903573,12.188667058233731,9.855274776147226,7.779957202935182,14.042249362032358,20.056686781349722,1.9360085615557798,0.9236933633288131,7.000236229235519,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,17.790177901779018,562.1956219562196,Active,0.8800088000880009,28.11028110281103,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",7.155637806089962,"[4.e+00 1.e-03 1.e-01 5.e+00 5.e+00 5.e+00 5.e+00 1.e+00 5.e-01 2.e+01
 1.e+01 1.e+01 1.e+00 5.e-01 2.e+01 1.e+02 5.e+00]",outputs_second_search/solution_10_0_27.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",2,in-between
6.4387472305090325,14.712290405278974,12.673928300990275,6.450570215743531,14.723014752698731,16.742211982246317,6.464825091738993,14.728676953774016,52.15963367224512,0.0037212188580306275,0.002001228784959021,9.875300981841496,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,1.7800178001780018,56.21056210562106,Active,4.450044500445005,140.54140541405414,Active,17.790177901779018,562.1956219562196,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",4.127767934379886,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 2.5e+01 1.0e-01 1.0e+00
 2.0e+01 1.0e+01 2.5e+01 1.0e+00 1.0e-01 5.0e+00 1.0e+02 2.5e+01]",outputs_second_search/solution_10_0_31.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",3,odd
0.5968172216301024,26.807065581530722,10.271111531020722,3.934025158212957,32.08788887565329,10.397189714689183,6.592565730073738,35.59711764127561,10.691463123626178,1.4109939489278005,1.9201413059310062,0.08291219302988805,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",8.093606128612999,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 2.5e+01 5.0e-01 5.0e-01
 5.0e+01 2.5e+01 2.5e+01 5.0e+00 5.0e-01 2.5e+01 2.5e+01 2.5e+01]",outputs_second_search/solution_10_0_37.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",4,in-between
0.1644073732627528,9.032557538013425,4.085822564319497,2.588992582525192,11.224012209607352,4.251898301247103,7.6723525979975955,14.041682469931587,4.455098613393734,2.080805535298003,1.1991440568863567,0.08551813511162172,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,1.7800178001780018,56.21056210562106,Active,3.5600356003560036,112.43112431124312,Active,1.7700177001770019,56.22056220562206,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",21.320663081660705,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 1.0e+01 1.0e+00 5.0e-01
 2.5e+01 1.0e+01 1.0e+01 2.0e+01 5.0e+00 1.0e+02 2.0e+01 1.0e+01]",outputs_second_search/solution_10_0_39.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",5,in-between
6.080143832975857,14.67213319408622,12.685345002645573,6.094754040188223,14.684655767997475,17.39523018154962,6.106694040334014,14.690066236992068,52.27201216781235,0.003909880500675082,0.0018360299256579787,10.661381713985023,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,1.7800178001780018,56.21056210562106,Active,4.450044500445005,140.54140541405414,Active,17.790177901779018,562.1956219562196,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",4.240322120343081,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 2.5e+01 1.0e+00 1.0e+00
 2.0e+01 1.0e+01 2.5e+01 1.0e+00 1.0e-01 5.0e+00 1.0e+02 2.5e+01]",outputs_second_search/solution_10_0_40.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",6,odd
0.8984375113249949,28.14916752256508,10.28440042566124,4.120258797689463,32.54095478692098,10.369177591742684,6.201927012197223,35.48592341920024,10.561408948860354,1.1155169456130234,1.6191180852261764,0.051908577817277465,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,4.450044500445005,140.54140541405414,Active,3.5600356003560036,112.43112431124312,Active,4.4400444004440045,140.55140551405515,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",5.392088340438734,"[4.0e+00 1.0e-03 1.0e-01 5.0e+00 5.0e+00 5.0e+00 2.5e+01 5.0e-01 5.0e-01
 5.0e+01 2.5e+01 2.5e+01 1.0e+00 1.0e-01 5.0e+00 2.0e+01 2.5e+01]",outputs_second_search/solution_10_0_44.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",7,labyrinth
0.02029372976764671,0.41551621372258835,0.2029465772572909,0.08752952787889084,0.5552876676382548,0.23111079576854252,0.34668292905533754,0.8966456744054053,13.738935763023948,0.07058233356984182,0.09014845543094646,0.35917210156387036,Active,0.08000080000800008,2.8200282002820027,Active,0.08000080000800008,2.8200282002820027,Active,0.1800018000180002,5.620056200562006,Active,0.0900009000090001,2.810028100281003,Active,0.0900009000090001,2.810028100281003,Active,8.90008900089001,281.0928109281093,Active,0.17000170001700018,5.630056300563006,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",21.278114192070305,"[4.e+00 1.e-03 1.e-01 5.e+00 5.e-01 5.e-01 1.e+00 1.e-01 1.e+00 5.e+01
 5.e-01 5.e-01 1.e+00 5.e+00 1.e+02 5.e+01 1.e+00]",outputs_second_search/solution_10_0_4.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",8,spot
3.739640733888654,6.713232585368553,4.684612002680142,4.743389970091794,6.940871993210038,4.745921646616078,5.259339761925143,7.055100117514177,4.862617912601516,0.22254867011264753,0.052513907226044786,0.026727756845247495,Active,0.8800088000880009,28.11028110281103,Active,0.8800088000880009,28.11028110281103,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,1.7800178001780018,56.21056210562106,Active,0.8900089000890009,28.10028100281003,Active,1.7700177001770019,56.22056220562206,"[[ 1  1 -1]
 [-1  0 -1]
 [ 0 -1  1]]",17.044873111356765,"[4.e+00 1.e-03 1.e-01 5.e+00 5.e+00 5.e+00 1.e+01 1.e+00 5.e-01 1.e+01
 5.e+00 1.e+01 2.e+01 5.e+00 1.e+02 5.e+00 1.e+01]",outputs_second_search/solution_10_0_51.npy,"(1, 1, -1, -1, 0, -1, 0, -1, 1)",9,in-between
